date,daily_revenue,avg_transaction,num_transactions,total_quantity,avg_quantity,unique_customers,revenue_ma7,revenue_ma30
2021-01-26,284263.06,2330.0250819672133,122,348,2.8524590163934427,122,316027.02999999997,
2021-01-27,313921.57,2753.6979824561404,114,363,3.1293103448275863,116,307192.6357142857,
2021-01-28,306124.05,2319.1215909090906,132,389,2.946969696969697,132,305359.5671428571,
2021-01-29,278369.14,2379.223418803419,117,330,2.8205128205128207,117,291994.9928571429,
2021-01-30,283936.08999999997,2235.717244094488,127,363,2.8359375,128,292879.44857142854,305379.9176666666
2021-01-31,363920.7,3465.9114285714286,105,321,3.057142857142857,105,305222.76999999996,308560.8763333334
2021-02-01,265837.38,2531.7845714285713,105,330,3.142857142857143,105,299481.7128571429,307301.72
2021-02-02,280585.95,2550.781363636364,110,329,2.963963963963964,111,298956.41142857145,304222.88800000004
2021-02-03,247667.84,2063.8986666666665,120,353,2.8934426229508197,122,289491.59285714285,302994.7406666667
2021-02-04,388776.69,3085.529285714286,126,389,3.0390625,128,301299.11285714287,305935.766
2021-02-05,339241.89,2423.1563571428574,140,428,3.057142857142857,140,309995.22000000003,304093.64766666666
2021-02-06,345689.62,3005.996695652174,115,354,3.0,118,318817.15285714285,304424.6153333333
2021-02-07,295043.88,2438.379173553719,121,345,2.8048780487804876,123,308977.60714285716,304499.48733333335
2021-02-08,264588.94,2519.8946666666666,105,293,2.7383177570093458,107,308799.2585714286,305442.48500000004
2021-02-09,320591.64,2812.2073684210527,114,337,2.9304347826086956,115,314514.35714285716,304909.339
2021-02-10,306559.89999999997,2576.1336134453777,119,341,2.841666666666667,120,322927.5085714286,305065.0133333333
2021-02-11,325925.9,2628.434677419355,124,367,2.936,125,313948.8242857143,304357.2183333333
2021-02-12,294764.52,2302.8478125,128,414,3.1846153846153844,130,307594.9142857143,302610.2676666667
2021-02-13,316388.1,2471.78203125,128,368,2.852713178294574,129,303408.98285714287,304724.1323333334
2021-02-14,462195.82,3610.90484375,128,401,3.1328125,128,327287.83142857143,309086.20066666673
2021-02-15,341339.3,3075.128828828829,111,342,3.0535714285714284,112,338252.16857142857,310462.2016666666
2021-02-16,279813.69,2312.5098347107437,121,387,3.1463414634146343,123,332426.7471428571,311878.60099999997
2021-02-17,355378.57,2912.939098360656,122,365,2.943548387096774,124,339400.84285714285,315265.66
2021-02-18,344876.06,2781.2585483870967,124,379,3.007936507936508,126,342108.0085714286,317790.88166666665
2021-02-19,326118.56,2695.194710743802,121,353,2.9173553719008263,121,346587.15714285715,316136.0893333333
2021-02-20,310328.18,2722.1770175438596,114,346,3.0350877192982457,114,345721.4542857143,315848.511
2021-02-21,261770.69,2029.2301550387597,129,377,2.9,130,317089.2928571428,312176.82866666664
2021-02-22,265417.93,2041.6763846153844,130,413,3.1769230769230767,130,306243.3828571429,311765.9296666666
2021-02-23,309120.88,2835.971376146789,109,336,3.027027027027027,111,310430.1242857143,312819.37733333337
2021-02-24,317561.9,2442.7838461538463,130,422,3.1492537313432836,134,305027.7428571429,313203.94800000003
2021-02-25,352398.77,3037.920431034483,116,352,2.957983193277311,119,306102.41571428574,315475.13833333337
2021-02-26,295940.95,2466.1745833333334,120,363,2.9754098360655736,122,301791.32857142854,314875.7843333333
2021-02-27,329029.24,2675.0344715447154,123,364,2.959349593495935,123,304462.9085714286,315639.29066666664
2021-02-28,232473.63999999998,2004.0831034482758,116,331,2.8290598290598292,117,300277.6157142857,314109.44066666666
2021-03-01,235975.82,2164.915779816514,109,303,2.7545454545454544,110,296071.6,312510.765
2021-03-02,307578.67,2821.8226605504587,109,342,3.0535714285714284,112,295851.2842857143,310632.6973333333
2021-03-03,266333.21,2257.0611016949156,118,348,2.9243697478991595,119,288532.9,310649.225
2021-03-04,354984.0,2629.511111111111,135,402,2.9130434782608696,138,288902.21857142856,313129.16
2021-03-05,330565.52,2602.8781102362204,127,372,2.883720930232558,129,293848.5857142857,315892.416
2021-03-06,278136.15,2357.086016949153,118,368,3.0163934426229506,122,286578.1442857143,312204.398
2021-03-07,289219.7,2242.0131782945737,129,377,2.877862595419847,131,294684.7242857143,310536.99166666664
2021-03-08,264399.38,2299.125043478261,115,366,3.1826086956521737,115,298745.23285714287,307827.317
2021-03-09,237158.11000000002,2009.8144915254238,118,337,2.8559322033898304,118,288685.15285714285,305897.79133333336
2021-03-10,246380.04,2488.687272727273,99,299,2.99,100,285834.7,305290.828
2021-03-11,282746.15,2502.178318584071,113,336,2.9473684210526314,114,275515.0071428571,304029.31166666665
2021-03-12,307953.38,2350.7891603053436,131,399,3.045801526717557,131,272284.7014285714,304075.761
2021-03-13,287075.48,2540.490973451327,113,340,2.9310344827586206,116,273561.7485714286,302780.74700000003
2021-03-14,288673.75,2186.9223484848485,132,393,2.954887218045113,133,273483.7557142857,302577.7213333333
2021-03-15,352233.73,2887.161721311475,122,370,2.96,125,286031.52,303772.5756666667
2021-03-16,350455.18,3021.165344827586,116,382,3.264957264957265,117,302216.8157142857,300047.88766666665
2021-03-17,351650.74,2930.422833333333,120,372,3.024390243902439,123,317255.4871428571,300391.60233333334
2021-03-18,274244.96,2266.4872727272727,121,388,3.154471544715447,123,316041.0314285714,300205.97800000006
2021-03-19,326711.43,2816.477844827586,116,371,3.1440677966101696,118,318720.7528571429,299250.4066666667
2021-03-20,352214.83,3089.6037719298247,114,344,2.991304347826087,115,328026.3742857143,299495.03233333334
2021-03-21,282950.17,2210.548203125,128,373,2.891472868217054,129,327208.72000000003,298056.086
2021-03-22,285923.02999999997,2423.0765254237285,118,394,3.3389830508474576,118,317735.76285714284,297242.581
2021-03-23,259703.76,2013.2074418604652,129,381,2.9307692307692306,130,304771.27428571426,297173.68333333335
2021-03-24,379064.88,2850.111879699248,133,410,3.037037037037037,135,308687.58,300961.91500000004
2021-03-25,305424.45,2262.403333333333,135,378,2.739130434782609,138,313141.7928571428,300838.7006666667
2021-03-26,259092.75,2272.7434210526317,114,357,3.0,119,303481.98142857145,298889.729
2021-03-27,292613.39,2378.9706504065043,123,357,2.879032258064516,124,294967.49,296896.88300000003
2021-03-28,341070.63,3045.273482142857,112,356,3.150442477876106,113,303270.41285714286,298401.2056666667
2021-03-29,367089.57,2549.233125,144,425,2.910958904109589,146,314865.6328571429,299669.88333333336
2021-03-30,348352.6,2809.2951612903225,124,374,2.921875,128,327529.7528571429,303532.51533333334
2021-03-31,261715.15,2145.2061475409837,122,369,2.975806451612903,124,310765.5057142857,304390.49299999996
2021-04-01,339018.17,2897.5911965811965,117,343,2.8823529411764706,119,315564.6085714285,305438.4763333333
2021-04-02,243479.56,2213.4505454545456,110,336,3.027027027027027,111,313334.15285714285,304676.688
2021-04-03,285349.02999999997,2212.0079844961238,129,392,3.0153846153846153,130,312296.38714285713,302355.5223333333
2021-04-04,345944.95,2745.5948412698413,126,409,3.220472440944882,127,312992.71857142856,302868.17
2021-04-05,366029.56,2772.951212121212,132,409,3.0984848484848486,132,312841.28857142857,305797.9503333334
2021-04-06,279297.01,2407.732844827586,116,365,3.146551724137931,116,302976.20428571425,305467.194
2021-04-07,238399.38999999998,2073.0381739130435,115,353,3.0695652173913044,115,299645.3814285714,304600.52766666666
2021-04-08,308635.64,2338.148787878788,132,383,2.8796992481203008,133,295305.02,306983.11199999996
2021-04-09,262488.27999999997,2116.8409677419354,124,346,2.768,125,298020.55142857146,307520.05333333334
2021-04-10,352000.49,2707.696076923077,130,402,3.0454545454545454,132,307542.18857142853,309828.5313333333
2021-04-11,244316.49,2019.1445454545453,121,343,2.8114754098360657,122,293023.83714285714,307707.30166666664
2021-04-12,310435.77999999997,2155.8040277777777,144,457,3.1517241379310343,145,285081.8685714286,308485.97833333333
2021-04-13,287221.2,2684.310280373832,107,331,3.064814814814815,108,286213.8957142857,308437.56
2021-04-14,279770.54,2087.8398507462684,134,402,2.977777777777778,135,292124.06,306022.1203333333
2021-04-15,336648.09,2671.810238095238,126,357,2.8333333333333335,126,296125.83857142855,305561.88399999996
2021-04-16,358741.56,2618.5515328467154,137,441,3.1956521739130435,138,309876.3071428571,305798.24466666667
2021-04-17,241701.24,2417.0124,100,299,2.99,100,294119.27142857143,304713.45399999997
2021-04-18,362499.94,3236.6066071428572,112,324,2.8173913043478263,115,311002.62142857147,305906.4043333333
2021-04-19,263815.47000000003,2274.2712931034484,116,353,3.017094017094017,117,304342.57714285713,302959.75899999996
2021-04-20,376993.35,2636.317132867133,143,430,2.986111111111111,144,317167.17,306094.5316666666
2021-04-21,277249.7,2310.414166666667,120,359,2.942622950819672,122,316807.05,305805.4206666667
2021-04-22,318211.18,2410.6907575757577,132,415,3.143939393939394,132,314173.2057142857,307755.668
2021-04-23,336325.23,3002.903839285714,112,342,3.0265486725663715,113,310970.8728571428,306331.013
2021-04-24,305595.46,2425.3607936507938,126,392,3.0866141732283463,127,320098.6185714286,306336.7133333333
2021-04-25,288569.56,2384.872396694215,121,373,3.032520325203252,123,309537.1357142857,307319.2736666667
2021-04-26,319808.18,2460.062923076923,130,420,3.1818181818181817,132,317536.09428571427,308225.76666666666
2021-04-27,403717.9,3154.04609375,128,402,3.0923076923076924,130,321353.88714285713,310314.009
2021-04-28,338648.94,2775.8109836065573,122,385,3.1557377049180326,122,330125.2071428572,309365.988
2021-04-29,367129.04,2937.03232,125,373,2.9603174603174605,126,337113.47285714286,309991.8693333333
2021-04-30,294305.44,2776.4664150943395,106,334,3.121495327102804,107,331110.6457142857,311078.2123333334
2021-05-01,217434.73,1941.3815178571429,112,346,3.061946902654867,113,318516.2557142857,307025.431
2021-05-02,377479.51,2881.522977099237,131,379,2.8496240601503757,133,331217.6771428571,311492.096
2021-05-03,384240.75,2846.2277777777776,135,408,2.978102189781022,137,340422.33,314788.4866666667
2021-05-04,309161.14,2493.235,124,373,2.9603174603174605,126,326914.2214285714,313562.35966666666
2021-05-05,271468.21,2189.2597580645165,124,373,2.9603174603174605,126,317316.9742857143,310410.31466666673
2021-05-06,336305.43,2779.3837190082645,121,378,3.098360655737705,122,312913.60142857145,312310.5953333333
2021-05-07,260106.11,1955.6850375939848,133,404,3.014925373134328,134,308027.98285714287,313034.15266666666
2021-05-08,295112.72,2522.33094017094,117,377,3.168067226890756,119,319124.8385714286,312583.3886666667
2021-05-09,402406.0,3561.1150442477874,113,370,3.245614035087719,114,322685.7657142858,317247.3126666667
2021-05-10,360414.86,2611.701884057971,138,406,2.920863309352518,139,319282.0671428572,317527.7916666667
2021-05-11,257637.38999999998,2111.7818852459013,122,352,2.861788617886179,123,311921.5314285714,317971.82166666666
2021-05-12,273499.58,2357.755,116,350,2.9914529914529915,117,312211.7271428571,316740.61500000005
2021-05-13,264211.84,2201.7653333333337,120,356,2.918032786885246,122,301912.64285714284,315973.6363333333
2021-05-14,289209.89,2277.243228346457,127,391,3.0546875,128,306070.32571428566,316288.2813333334
2021-05-15,264210.57,2359.0229464285717,112,355,3.1415929203539825,113,301655.73285714287,313873.6973333333
2021-05-16,408814.31,3270.51448,125,372,2.9291338582677167,127,302571.2057142857,315542.789
2021-05-17,318061.45,2607.0610655737705,122,391,3.1031746031746033,126,296520.7185714286,318088.12933333335
2021-05-18,270951.31,2239.2670247933884,121,369,3.0245901639344264,122,298422.70714285714,315036.50833333336
2021-05-19,387324.6,2912.2150375939846,133,414,3.08955223880597,134,314683.42428571434,319153.4793333333
2021-05-20,250364.25,2019.0665322580646,124,392,3.111111111111111,126,312705.1971428571,314932.5093333333
2021-05-21,359586.02,2899.887258064516,124,387,3.120967741935484,124,322758.93,317677.05333333334
2021-05-22,339609.3,2391.614788732394,142,441,3.0625,144,333530.17714285717,318390.32399999996
2021-05-23,325713.14,2857.132807017544,114,356,3.0689655172413794,116,321658.5814285715,318036.5876666667
2021-05-24,393389.33999999997,3198.2873170731705,123,370,2.9838709677419355,124,332419.70857142855,320963.0503333333
2021-05-25,265383.27,2089.632047244095,127,363,2.8359375,128,331624.27428571426,320190.17399999994
2021-05-26,323825.43,3054.9568867924527,106,344,3.2452830188679247,106,322552.96428571426,320324.08233333327
2021-05-27,336018.17,2470.721838235294,136,405,2.9562043795620436,137,334789.2385714286,318067.4246666666
2021-05-28,258528.99,2101.861707317073,123,344,2.796747967479675,123,320352.51999999996,315396.7596666666
2021-05-29,239201.11,2465.9908247422677,97,298,3.0408163265306123,98,306008.4928571429,311132.4953333334
2021-05-30,313856.27,2682.5322222222226,117,363,3.0762711864406778,118,304314.6542857143,311784.1896666667
2021-05-31,361356.91,2801.216356589147,129,393,3.046511627906977,129,299738.59285714285,316581.5956666667
2021-06-01,402388.55,3219.1084,125,384,3.0476190476190474,126,319310.77571428573,317411.89699999994
2021-06-02,303779.27999999997,2552.767058823529,119,364,2.9836065573770494,122,316447.04,314729.848
2021-06-03,313648.98,2680.7605128205128,117,348,2.9491525423728815,118,313251.4414285714,314879.4426666667
2021-06-04,256381.86,1927.6831578947367,133,398,2.970149253731343,134,312944.70857142855,314376.56433333334
2021-06-05,250969.28,1805.5343884892086,139,397,2.835714285714286,140,314625.8757142857,311532.02599999995
2021-06-06,331844.38,3160.422666666667,105,324,3.056603773584906,106,317195.60571428575,313923.3016666667
2021-06-07,326104.74,2451.9153383458647,133,371,2.7686567164179103,134,312159.58142857143,314956.369
2021-06-08,358548.86,2737.0141984732822,131,418,3.1666666666666665,132,305896.76857142855,313494.4643333333
2021-06-09,238077.98,2000.6552941176471,119,354,2.925619834710744,121,296510.8685714286,309416.56833333336
2021-06-10,242703.1,2186.5144144144147,111,353,3.1517857142857144,112,286375.7428571429,308918.75866666663
2021-06-11,299466.62,2268.6865151515153,132,393,2.954887218045113,133,292530.70857142855,309784.3266666666
2021-06-12,350657.35,2946.700420168067,119,356,2.991596638655462,119,306771.8614285714,312665.8436666667
2021-06-13,274933.44,2411.6968421052634,114,350,2.9914529914529915,117,298641.7271428571,312189.962
2021-06-14,301706.06,2535.345042016807,119,374,3.090909090909091,121,295156.2014285714,313439.8116666667
2021-06-15,354102.08999999997,2529.3006428571425,140,428,3.0354609929078014,141,294520.94857142854,311616.07100000005
2021-06-16,308474.94,2779.0535135135137,111,337,2.982300884955752,113,304577.6571428571,311296.5206666666
2021-06-17,297684.69,2657.899017857143,112,335,2.9646017699115044,113,312432.17,312187.63333333336
2021-06-18,298473.07,2244.1584210526316,133,400,2.9197080291970803,137,312290.2342857142,309225.9156666667
2021-06-19,354110.58999999997,2623.041407407407,135,423,3.0875912408759123,137,312783.5542857143,312684.12700000004
2021-06-20,268424.88,2255.6712605042017,119,374,3.1166666666666667,120,311853.76000000007,309645.42233333335
2021-06-21,172961.56,1429.4343801652892,121,340,2.809917355371901,121,293461.6885714286,304090.49766666663
2021-06-22,225052.14,1859.9350413223142,121,368,3.041322314049587,121,275025.9814285714,300735.131
2021-06-23,359419.04,2662.363259259259,135,415,3.051470588235294,136,282303.71,299602.7876666666
2021-06-24,326027.36,2451.3335338345864,133,401,2.9925373134328357,134,286352.66285714286,301624.2573333334
2021-06-25,235151.06,1851.5831496062992,127,383,2.9689922480620154,129,277306.6614285714,298668.44500000007
2021-06-26,392996.67,2977.2475,132,414,3.1363636363636362,132,282861.8157142857,300567.72833333333
2021-06-27,238939.86,2059.8263793103447,116,353,2.966386554621849,119,278649.67,299914.7573333334
2021-06-28,429684.69,3069.1763571428573,140,419,2.992857142857143,140,315324.40285714285,306264.20999999996
2021-06-29,314270.7,2399.0129770992367,131,397,3.030534351145038,131,328069.9114285714,306278.02433333336
2021-06-30,369072.1,2976.3879032258064,124,381,3.0725806451612905,124,329448.92,306535.1973333333
2021-07-01,347751.64,3311.920380952381,105,324,3.056603773584906,106,332552.3885714286,304713.967
2021-07-02,269279.0,2362.09649122807,114,371,3.1982758620689653,116,337427.8085714286,303563.9576666666
2021-07-03,232578.81,2133.7505504587157,109,321,2.8660714285714284,112,314510.97142857144,300861.6186666666
2021-07-04,421034.81,3050.976884057971,138,405,2.9347826086956523,138,340524.53571428574,306350.0503333333
2021-07-05,363995.67,2983.5710655737703,122,373,3.057377049180328,122,331140.39,310117.5966666667
2021-07-06,310817.88,2775.159642857143,112,354,3.1607142857142856,112,330647.12999999995,309416.71333333326
2021-07-07,286501.65,2187.0354961832063,131,380,2.900763358778626,131,318851.35142857145,308096.6103333333
2021-07-08,293635.91,2312.093779527559,127,386,2.946564885496183,131,311120.53285714285,305932.8453333333
2021-07-09,312681.77999999997,2386.883816793893,131,393,2.977272727272727,132,317320.93,308419.6386666667
2021-07-10,253332.48,2010.575238095238,126,363,2.880952380952381,126,320285.74000000005,308773.95133333333
2021-07-11,314998.0,2266.172661870504,139,425,3.0141843971631204,141,305137.6242857143,309291.664
2021-07-12,388301.52999999997,2773.582357142857,140,429,3.0425531914893615,141,308609.89,310546.47
2021-07-13,352259.11,2911.232314049587,121,352,2.8852459016393444,122,314530.0657142857,313123.9923333333
2021-07-14,309643.13,2363.6880152671756,131,388,2.9618320610687023,131,317835.9914285714,313388.5613333333
2021-07-15,281530.13,2116.767894736842,133,417,3.1353383458646618,133,316106.59428571427,310969.496
2021-07-16,332445.18,2597.22796875,128,376,2.9375,128,318929.9371428572,311768.50399999996
2021-07-17,336283.08,2472.669705882353,136,437,3.1214285714285714,140,330780.0228571429,313055.11699999997
2021-07-18,386408.3,2646.632191780822,146,423,2.877551020408163,147,340981.4942857143,315986.29133333336
2021-07-19,439196.74,2870.5669281045753,153,480,3.116883116883117,154,348252.2385714286,318822.4963333334
2021-07-20,271913.27,2210.6769918699188,123,390,3.0952380952380953,126,336774.2614285714,318938.77599999995
2021-07-21,381146.24,2592.83156462585,147,462,3.142857142857143,147,346988.9914285714,325878.26533333334
2021-07-22,419371.54,3465.8804958677683,121,359,2.942622950819672,122,366680.62142857147,332355.57866666664
2021-07-23,389120.23,2882.372074074074,135,413,3.0145985401459856,137,374777.0571428571,333345.61833333335
2021-07-24,305263.76,2502.1619672131146,122,372,3.024390243902439,123,370345.72571428574,332653.4983333333
2021-07-25,278448.15,2263.806097560976,123,357,2.879032258064516,124,354922.84714285715,334096.73466666666
2021-07-26,239710.79,2471.2452577319586,97,295,2.95,100,326424.8542857143,328987.2053333333
2021-07-27,290877.97,2486.1364957264955,117,357,3.0254237288135593,118,329134.0971428571,330718.47566666664
2021-07-28,298535.68,2595.962434782609,115,360,3.103448275862069,116,317332.5885714286,326346.842
2021-07-29,330480.91,2622.8643650793647,126,385,3.0555555555555554,126,304633.92714285717,326887.1823333333
2021-07-30,360684.62,2522.27006993007,143,439,3.027586206896552,145,300571.6971428571,326607.59966666665
2021-07-31,437901.54,3267.9219402985073,134,400,2.9197080291970803,137,319519.9514285714,329612.59633333335
2021-08-01,366653.84,2956.885806451613,124,397,3.125984251968504,127,332120.76428571425,332858.4243333333
2021-08-02,295623.41,2346.2175396825396,126,403,3.1,130,340108.2814285714,334959.911
2021-08-03,321235.74,2745.6046153846155,117,349,2.982905982905983,117,344445.10571428575,331633.27533333335
2021-08-04,311576.68,2533.1437398373982,123,337,2.696,125,346308.1057142857,329885.97566666664
2021-08-05,325009.36,2801.8048275862066,116,342,2.8739495798319328,119,345526.4557142857,330359.025
2021-08-06,341219.26,3159.437592592593,108,341,3.128440366972477,109,342745.69,332182.94533333334
2021-08-07,328836.05,2673.463821138211,123,358,2.8870967741935485,124,327164.9057142857,333356.2833333333
2021-08-08,328919.23,3256.62603960396,101,304,2.9514563106796117,103,321774.2471428571,333897.5316666666
2021-08-09,345868.13,2561.986148148148,135,418,3.096296296296296,135,328952.0642857143,336982.05333333334
2021-08-10,357677.74,2907.949105691057,123,366,2.975609756097561,123,334158.0642857143,338404.71133333334
2021-08-11,263598.12,2396.3465454545453,110,344,3.099099099099099,111,327303.9842857142,334247.931
2021-08-12,306152.35,2639.244396551724,116,347,2.965811965811966,117,324610.1257142857,332711.039
2021-08-13,258594.63,2350.860272727273,110,302,2.7454545454545456,110,312806.60714285716,331009.4223333333
2021-08-14,308043.66,2750.3898214285714,112,334,2.9298245614035086,114,309836.2657142857,331893.20666666667
2021-08-15,273545.38,2298.7006722689075,119,337,2.808333333333333,120,301925.7157142857,329929.88
2021-08-16,324132.38,2723.8015126050423,119,374,3.142857142857143,119,298820.6085714286,329524.85666666663
2021-08-17,321768.57,2574.14856,125,384,3.0236220472440944,127,293690.72714285715,327370.19899999996
2021-08-18,258907.86,2157.5654999999997,120,347,2.8916666666666666,120,293020.69,321360.5696666667
2021-08-19,302798.07,2365.609921875,128,392,3.0387596899224807,129,292541.5071428571,322390.063
2021-08-20,253354.88999999998,2324.3567889908254,109,331,2.9292035398230087,113,291792.97285714286,318130.3513333333
2021-08-21,328526.05,2363.496762589928,139,421,3.028776978417266,139,294719.02857142856,315102.16833333333
2021-08-22,338060.35,3018.395982142857,112,357,3.1315789473684212,114,303935.45285714284,313400.17233333335
2021-08-23,298212.77,2385.7021600000003,125,394,3.152,125,300232.65142857144,313165.1393333333
2021-08-24,272214.76,2213.1281300813007,123,348,2.8292682926829267,123,293153.53571428574,312957.35966666666
2021-08-25,269851.99,2326.3102586206896,116,359,3.042372881355932,118,294716.98285714287,313962.0663333333
2021-08-26,387647.04,3203.6945454545453,121,408,3.3442622950819674,122,306838.2642857143,317187.702
2021-08-27,246356.36,2087.765762711864,118,350,2.9166666666666665,120,305838.47428571427,315448.39133333333
2021-08-28,332448.12,2916.2115789473683,114,376,3.213675213675214,117,306398.77,315513.96499999997
2021-08-29,253991.87,2170.8706837606837,117,354,3.0,118,294388.9871428571,311957.54
2021-08-30,373816.37,3039.157479674797,123,395,3.2113821138211383,123,305189.5014285715,309821.3676666666
2021-08-31,265703.08,2393.7214414414416,111,336,3.0,112,304259.2614285714,306456.34233333333
2021-09-01,258419.38999999998,2247.1251304347825,115,318,2.765217391304348,115,302626.03285714285,305216.2083333333
2021-09-02,403665.97,3178.472204724409,127,390,3.0232558139534884,129,304914.4514285714,307963.8826666667
2021-09-03,421642.31,2887.9610273972603,146,424,2.8456375838926173,149,329955.3014285714,311632.73699999996
2021-09-04,334710.36,2656.4314285714286,126,362,2.873015873015873,126,330278.47857142857,311956.1036666667
2021-09-05,194373.49,1963.3685858585857,99,295,2.95,100,321761.5671428571,307061.24466666667
2021-09-06,227926.27,1838.1150806451612,124,379,3.032,125,300920.1242857143,303697.58533333335
2021-09-07,376831.35,3140.26125,120,379,3.158333333333333,120,316795.5914285714,305294.656
2021-09-08,271056.71,2398.731946902655,113,328,2.8771929824561404,114,318600.92285714287,302800.942
2021-09-09,351008.1,2619.4634328358206,134,406,2.985294117647059,136,311078.37,302578.6206666667
2021-09-10,377170.38,2583.3587671232876,146,437,2.993150684931507,146,304725.23714285716,306364.3626666666
2021-09-11,212921.76,1884.2633628318586,113,342,2.973913043478261,115,287326.8657142857,303256.6763333333
2021-09-12,324493.02,2871.6196460176993,113,352,3.087719298245614,114,305915.37,305453.2893333334
2021-09-13,327090.89,2703.2304958677687,121,372,3.074380165289256,121,320081.7442857143,306088.197
2021-09-14,349885.45,2481.4570921985814,141,431,3.013986013986014,143,316232.33,308632.86600000004
2021-09-15,237797.13999999998,2123.18875,112,335,2.9910714285714284,112,311480.9628571429,305755.0246666667
2021-09-16,335074.95,2913.6952173913046,115,354,3.0517241379310347,116,309204.7985714286,306198.5706666667
2021-09-17,259298.93,2178.9826050420165,119,363,3.0,121,292366.02,306211.6063333333
2021-09-18,257540.9,2655.060824742268,97,285,2.85,100,298740.1828571429,304703.03400000004
2021-09-19,272477.5,1946.267857142857,140,402,2.851063829787234,141,291309.3942857143,305340.45433333336
2021-09-20,307024.77999999997,2496.1364227642275,123,346,2.768,125,288442.8071428571,304623.7453333333
2021-09-21,256128.96,2152.344201680672,119,383,3.165289256198347,121,275049.02285714285,301892.69899999996
2021-09-22,271822.54,2228.053606557377,122,373,3.0080645161290325,124,279909.7942857143,301013.0246666667
2021-09-23,281334.94,2425.301206896552,116,335,2.8632478632478633,117,272232.64999999997,301317.0306666667
2021-09-24,339790.62,2593.8215267175574,131,401,3.037878787878788,132,283731.46285714285,303648.31833333336
2021-09-25,428420.75,3173.487037037037,135,404,2.9705882352941178,136,308142.87,305007.442
2021-09-26,248185.52,2363.671619047619,105,307,2.9238095238095236,105,304672.58714285714,305068.414
2021-09-27,313176.79,2525.6192741935483,124,387,3.096,125,305551.4457142857,304426.03633333335
2021-09-28,411981.71,2921.85609929078,141,416,2.950354609929078,141,327816.1242857143,309692.36433333333
2021-09-29,237345.47,2260.4330476190476,105,306,2.914285714285714,105,322890.82857142854,305143.33433333336
2021-09-30,235718.71,2481.2495789473683,95,289,3.0104166666666665,96,316374.22428571427,304143.8553333333
2021-10-01,210938.45,1598.0185606060606,132,371,2.8106060606060606,132,297966.77142857143,302561.1573333333
2021-10-02,317085.63,2642.38025,120,342,2.8264462809917354,121,282061.7542857143,299675.14599999995
2021-10-03,442138.29,3324.3480451127816,133,434,3.167883211678832,137,309769.2928571428,300358.3453333333
2021-10-04,321068.17,2631.7063114754096,122,358,2.8870967741935485,124,310896.6328571429,299903.60566666664
2021-10-05,339348.63,2651.161171875,128,389,3.0155038759689923,129,300520.47857142857,304736.1103333334
2021-10-06,460695.72,3338.3747826086956,138,443,3.1870503597122304,139,332427.65714285715,312495.092
2021-10-07,265320.92,2192.734876033058,121,363,2.9274193548387095,124,336656.5442857143,308778.07766666665
2021-10-08,339631.86,2612.552769230769,130,404,3.0606060606060606,132,355041.3171428571,311063.916
2021-10-09,243374.84,2153.759646017699,113,363,3.1842105263157894,114,344511.2042857143,307476.1406666666
2021-10-10,251987.07,2032.1537903225808,124,352,2.7936507936507935,126,317346.7442857143,303303.3636666667
